<org.springframework.beans.factory.support.DefaultListableBeanFactory: java.lang.Object getBean(java.lang.Class)>/beanNames_$$A_2#_260
<org.springframework.beans.factory.support.DefaultListableBeanFactory: boolean matchesBeanName(java.lang.String,java.lang.String)>/$stack4
<org.springframework.beans.factory.support.DefaultListableBeanFactory: java.lang.String toString()>/$stack6
<ognl.ObjectPropertyAccessor: java.lang.Object setPossibleProperty(java.util.Map,java.lang.Object,java.lang.String,java.lang.Object)>/$stack12
<org.springframework.beans.TypeConverterDelegate: java.lang.Object convertIfNecessary(java.lang.String,java.lang.Object,java.lang.Object,java.lang.Class,org.springframework.core.convert.TypeDescriptor)>/convertedValue_$$A_2#_152
<org.springframework.beans.TypeConverterDelegate: java.lang.Object convertIfNecessary(java.lang.String,java.lang.Object,java.lang.Object,java.lang.Class,org.springframework.core.convert.TypeDescriptor)>/convertedValue_$$A_6#_168
<org.springframework.beans.TypeConverterDelegate: java.lang.Object convertIfNecessary(java.lang.String,java.lang.Object,java.lang.Object,java.lang.Class,org.springframework.core.convert.TypeDescriptor)>/$stack67
<org.springframework.core.convert.support.ObjectToObjectConverter: java.lang.Object convert(java.lang.Object,org.springframework.core.convert.TypeDescriptor,org.springframework.core.convert.TypeDescriptor)>/$stack25
<org.springframework.core.convert.support.ObjectToObjectConverter: java.lang.Object convert(java.lang.Object,org.springframework.core.convert.TypeDescriptor,org.springframework.core.convert.TypeDescriptor)>/$stack23
<org.springframework.core.convert.support.ObjectToObjectConverter: java.lang.reflect.Method getValueOfMethodOn(java.lang.Class,java.lang.Class)>/$stack2
<org.springframework.core.convert.support.ObjectToObjectConverter: java.lang.reflect.Constructor getConstructor(java.lang.Class,java.lang.Class)>/$stack2
<sun.security.pkcs.PKCS9Attributes: byte[] generateDerEncoding()>/l2#_245
<org.picocontainer.injectors.IterativeInjector: java.lang.Object decorateComponentInstance(org.picocontainer.Parameter[],org.picocontainer.ComponentMonitor,java.lang.Object,org.picocontainer.PicoContainer,org.picocontainer.PicoContainer)>/$stack37
<org.picocontainer.injectors.IterativeInjector: java.lang.Object decorateComponentInstance(org.picocontainer.Parameter[],org.picocontainer.ComponentMonitor,java.lang.Object,org.picocontainer.PicoContainer,org.picocontainer.PicoContainer)>/toInject#_171
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.ClassSignature parseClassSignature()>/$stack2
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.ClassSignature parseClassSignature()>/$stack4
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.FormalTypeParameter parseFormalTypeParameter()>/l2#_250
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.SimpleClassTypeSignature parsePackageNameAndSimpleClassTypeSignature()>/$stack7
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.SimpleClassTypeSignature parseSimpleClassTypeSignature(boolean)>/$stack6
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.MethodTypeSignature parseMethodTypeSignature()>/$stack3
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.MethodTypeSignature parseMethodTypeSignature()>/$stack4
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.MethodTypeSignature parseMethodTypeSignature()>/$stack6
<javax.crypto.JceSecurityManager: javax.crypto.CryptoPermission getCryptoPermission(java.lang.String)>/l4_$$A_3#_106
<com.google.common.collect.ByFunctionOrdering: int hashCode()>/$stack1
<br.com.caelum.iogi.reflection.ParanamerParameterNamesProvider: java.util.List lookupParameterNames(java.lang.reflect.AccessibleObject)>/$stack3
<java.util.ArrayList: void <init>(java.util.Collection)>/$stack9
<java.util.ArrayList: void trimToSize()>/$stack8
<java.util.ArrayList: void grow(int)>/$stack8
<java.util.ArrayList: java.lang.Object clone()>/$stack4
<java.util.ArrayList: java.lang.Object[] toArray()>/$stack2
<java.util.ArrayList: java.lang.Object[] toArray(java.lang.Object[])>/$stack10
<br.com.caelum.vraptor.http.route.DefaultRouteBuilder: void addParametersInfo(java.lang.reflect.Method)>/parameters#_186
<javassist.bytecode.stackmap.MapMaker: javassist.bytecode.StackMapTable make(javassist.ClassPool,javassist.bytecode.MethodInfo)>/blocks#_91
<javassist.bytecode.stackmap.MapMaker: javassist.bytecode.StackMap make2(javassist.ClassPool,javassist.bytecode.MethodInfo)>/blocks#_112
<org.springframework.beans.factory.support.AutowireUtils: java.lang.Object resolveAutowiringValue(java.lang.Object,java.lang.Class)>/$stack11
<br.com.caelum.iogi.parameters.Parameter: com.google.common.collect.ImmutableList computeNameComponents(java.lang.String)>/$stack1
<br.com.caelum.iogi.parameters.Parameter: java.lang.String toString()>/$stack1
<org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory: void applyPropertyValues(java.lang.String,org.springframework.beans.factory.config.BeanDefinition,org.springframework.beans.BeanWrapper,org.springframework.beans.PropertyValues)>/$stack21
<org.springframework.beans.factory.support.ConstructorResolver: org.springframework.beans.BeanWrapper autowireConstructor(java.lang.String,org.springframework.beans.factory.support.RootBeanDefinition,java.lang.reflect.Constructor[],java.lang.Object[])>/argsToUse_$$A_10#_263
<org.springframework.beans.factory.support.ConstructorResolver: org.springframework.beans.BeanWrapper instantiateUsingFactoryMethod(java.lang.String,org.springframework.beans.factory.support.RootBeanDefinition,java.lang.Object[])>/argsToUse_$$A_10#_552
<org.picocontainer.injectors.AnnotatedMethodInjector: java.lang.Object injectIntoMember(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Object)>/$stack4
<org.springframework.expression.spel.ast.ConstructorReference: org.springframework.expression.TypedValue createNewInstance(org.springframework.expression.spel.ExpressionState)>/arguments#_103
<org.apache.commons.logging.LogFactory: java.util.Hashtable createFactoryStore()>/storeImplementationClass_$$A_5#_355
<org.apache.commons.logging.LogFactory: java.util.Hashtable createFactoryStore()>/storeImplementationClass_$$A_6#_374
<org.apache.commons.logging.LogFactory: org.apache.commons.logging.LogFactory getFactory()>/contextClassLoader#_423
<org.apache.commons.logging.LogFactory: org.apache.commons.logging.LogFactory getFactory()>/useTCCLStr_$$A_2#_489
<org.apache.commons.logging.LogFactory: org.apache.commons.logging.LogFactory getFactory()>/baseClassLoader_$$A_2#_476
<org.apache.commons.logging.LogFactory: org.apache.commons.logging.LogFactory newFactory(java.lang.String,java.lang.ClassLoader,java.lang.ClassLoader)>/result#_1062
<org.mockito.cglib.core.DefaultGeneratorStrategy: byte[] generate(org.mockito.cglib.core.ClassGenerator)>/$stack5
<sun.util.cldr.CLDRLocaleProviderAdapter: void <init>()>/$stack8
<org.slf4j.helpers.MessageFormatter: org.slf4j.helpers.FormattingTuple format(java.lang.String,java.lang.Object)>/$stack2
<org.slf4j.helpers.MessageFormatter: org.slf4j.helpers.FormattingTuple format(java.lang.String,java.lang.Object,java.lang.Object)>/$stack3
<sun.security.provider.PolicyFile: void init(java.net.URL)>/l2#_414
<sun.security.provider.PolicyFile: java.security.PermissionCollection getPermissions(java.security.Permissions,java.security.ProtectionDomain)>/l4#_1185
<java.util.Locale: java.util.Locale initDefault()>/l0#_863
<java.util.Locale: java.util.Locale initDefault()>/l2_$$A_2#_885
<java.util.Locale: java.util.Locale initDefault()>/l3_$$A_4#_885
<java.util.Locale: java.util.Locale initDefault()>/l4_$$A_4#_885
<java.util.Locale: java.util.Locale initDefault(java.util.Locale$Category)>/$stack8
<java.util.Locale: java.util.Locale initDefault(java.util.Locale$Category)>/$stack14
<java.util.Locale: java.util.Locale initDefault(java.util.Locale$Category)>/$stack20
<java.util.Locale: java.util.Locale initDefault(java.util.Locale$Category)>/$stack24
<org.springframework.beans.factory.support.ConstructorResolver$ArgumentsHolder: int getTypeDifferenceWeight(java.lang.Class[])>/$stack4
<org.springframework.beans.factory.support.ConstructorResolver$ArgumentsHolder: int getTypeDifferenceWeight(java.lang.Class[])>/$stack6
<sun.security.util.Debug: void <clinit>()>/l0#_50
<br.com.caelum.vraptor.serialization.DefaultRepresentationResultTest: void setUp()>/$stack12
<java.util.TimeZone: java.util.TimeZone setDefaultZone()>/l2#_652
<java.util.TimeZone: java.util.TimeZone setDefaultZone()>/l1_$$A_6#_661
<java.util.TimeZone: java.util.TimeZone setDefaultZone()>/l1_$$A_8#_675
<org.mockito.cglib.core.ReflectUtils: java.lang.Class defineClass(java.lang.String,byte[],java.lang.ClassLoader)>/args#_384
<org.springframework.beans.factory.support.AbstractBeanDefinitionReader: int loadBeanDefinitions(java.lang.String,java.util.Set)>/resources#_177
<org.springframework.core.convert.TypeDescriptor: boolean equals(java.lang.Object)>/$stack22
<org.springframework.core.convert.TypeDescriptor: boolean equals(java.lang.Object)>/$stack23
<br.com.caelum.vraptor.restfulie.LinkConverterTest: void shouldSerializeOneLinkIfThereIsATransition()>/$stack13
<br.com.caelum.vraptor.restfulie.LinkConverterTest: void shouldSerializeAllLinksIfThereAreTransitions()>/$stack21
<org.springframework.core.convert.support.IdToEntityConverter: java.lang.Object convert(java.lang.Object,org.springframework.core.convert.TypeDescriptor,org.springframework.core.convert.TypeDescriptor)>/$stack13
<ognl.ASTCtor: java.lang.Object getValueBody(ognl.OgnlContext,java.lang.Object)>/args#_80
<java.net.URL: java.net.URLStreamHandler getURLStreamHandler(java.lang.String)>/l3#_1151
<java.net.URL: java.net.URLStreamHandler getURLStreamHandler(java.lang.String)>/l3_$$A_2#_1156
<org.springframework.expression.spel.ast.FunctionReference: org.springframework.expression.TypedValue executeFunctionJLRMethod(org.springframework.expression.spel.ExpressionState,java.lang.reflect.Method)>/functionArgs#_84
<org.springframework.expression.spel.ast.FunctionReference: org.springframework.expression.TypedValue executeFunctionJLRMethod(org.springframework.expression.spel.ExpressionState,java.lang.reflect.Method)>/functionArgs_$$A_2#_104
<org.springframework.expression.spel.ast.MethodReference: org.springframework.expression.TypedValue getValueInternal(org.springframework.expression.spel.ExpressionState)>/arguments#_58
<org.springframework.beans.factory.BeanFactoryUtils: java.lang.String[] beanNamesForTypeIncludingAncestors(org.springframework.beans.factory.ListableBeanFactory,java.lang.Class)>/result#_142
<org.springframework.beans.factory.BeanFactoryUtils: java.lang.String[] beanNamesForTypeIncludingAncestors(org.springframework.beans.factory.ListableBeanFactory,java.lang.Class,boolean,boolean)>/result#_185
<java.util.logging.Logger$SystemLoggerHelper: boolean getBooleanProperty(java.lang.String)>/l1#_437
<org.springframework.beans.factory.support.AbstractBeanFactory: boolean isTypeMatch(java.lang.String,java.lang.Class)>/$stack43
<org.springframework.beans.factory.support.AbstractBeanFactory: boolean isTypeMatch(java.lang.String,java.lang.Class)>/$stack17
<org.picocontainer.injectors.IterativeInjector$2: java.lang.Object run(java.lang.Object)>/matchingParameters#_153
<com.google.common.collect.ImmutableSet: com.google.common.collect.ImmutableSet copyFromCollection(java.util.Collection)>/elements#_334
<org.springframework.beans.AbstractPropertyAccessor: void setPropertyValues(org.springframework.beans.PropertyValues,boolean,boolean)>/$stack10
<br.com.caelum.vraptor.validator.MethodValidatorInterceptor: void intercept(br.com.caelum.vraptor.core.InterceptorStack,br.com.caelum.vraptor.resource.ResourceMethod,java.lang.Object)>/paramNames#_86
<java.lang.SecurityManager: void checkPackageAccess(java.lang.String)>/l4#_1542
<br.com.caelum.vraptor.http.ParanamerNameProvider: java.lang.String[] parameterNamesFor(java.lang.reflect.AccessibleObject)>/parameterNames#_49
<javax.xml.parsers.FactoryFinder: java.lang.Class getProviderClass(java.lang.String,java.lang.ClassLoader,boolean,boolean)>/cl#2#_108
<javax.xml.parsers.FactoryFinder: java.lang.Object find(java.lang.Class,java.lang.String)>/systemProp#_229
<javax.xml.parsers.FactoryFinder: java.lang.Object find(java.lang.Class,java.lang.String)>/$stack41
<javax.xml.parsers.FactoryFinder: void <clinit>()>/val#_74
<org.picocontainer.behaviors.HiddenImplementation: java.lang.Object getComponentInstance(org.picocontainer.PicoContainer,java.lang.reflect.Type)>/classes_$$A_2#_56
<java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet: java.lang.Object[] toArray(java.lang.Object[])>/l1#_0
<java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet: java.lang.Object[] toArray(java.lang.Object[])>/$stack6_$$A_2
<java.nio.charset.Charset: java.nio.charset.Charset defaultCharset()>/l1#_607
<java.text.MessageFormat: java.text.AttributedCharacterIterator formatToCharacterIterator(java.lang.Object)>/$stack13
<com.thoughtworks.xstream.converters.extended.JavaMethodConverter: java.lang.Object unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,com.thoughtworks.xstream.converters.UnmarshallingContext)>/parameterTypeName#8#_125
<sun.misc.ExtensionDependency: boolean checkExtensionAgainstInstalled(java.lang.String,java.util.jar.Attributes)>/l3#_217
<sun.misc.ExtensionDependency: java.lang.Boolean addNewExtensionsToClassLoader(sun.misc.Launcher$ExtClassLoader)>/l5#_516
<java.net.InetAddress: java.net.InetAddressImpl loadImpl(java.lang.String)>/l2#_1547
<java.net.InetAddress: void <clinit>()>/l0_$$A_1#_981
<com.google.common.base.Predicates: java.util.List asList(com.google.common.base.Predicate,com.google.common.base.Predicate)>/$stack2
<sun.util.calendar.CalendarSystem: java.util.Properties getCalendarProperties()>/l1#_191
<java.util.AbstractCollection: java.lang.Object[] toArray()>/l1#_136
<java.util.AbstractCollection: java.lang.Object[] toArray(java.lang.Object[])>/l3#_179
<java.util.AbstractCollection: java.lang.Object[] finishToArray(java.lang.Object[],java.util.Iterator)>/l0_$$A_1#_223
<org.springframework.beans.propertyeditors.StringArrayPropertyEditor: void setAsText(java.lang.String)>/array#_126
<sun.security.jca.ProviderList: sun.security.jca.ProviderList getJarList(java.lang.String[])>/l3#5#_220
<java.security.Policy: java.security.Policy getPolicyNoCheck()>/l6#_200
<java.security.Policy: java.security.Policy getPolicyNoCheck()>/l7#_201
<sun.text.normalizer.UCharacterProperty: void <init>()>/l1#_348
<org.springframework.expression.spel.support.StandardTypeLocator: java.lang.Class findType(java.lang.String)>/$stack18
<br.com.caelum.iogi.util.Assert: void isNotARawType(br.com.caelum.iogi.reflection.Target)>/$stack3
<java.lang.StringCoding: char[] decode(java.lang.String,byte[],int,int)>/l6#_185
<java.lang.StringCoding: byte[] encode(java.lang.String,char[],int,int)>/l6#_336
<br.com.caelum.iogi.conversion.TypeConverter: java.lang.Object instantiate(br.com.caelum.iogi.reflection.Target,br.com.caelum.iogi.parameters.Parameters)>/$stack10
<org.joda.time.format.DateTimeFormatterBuilder$Composite: void decompose(java.util.List,java.util.List,java.util.List)>/$stack26
<org.joda.time.format.DateTimeFormatterBuilder$Composite: void decompose(java.util.List,java.util.List,java.util.List)>/$stack18
<br.com.caelum.iogi.ObjectInstantiator: void expectingAConcreteTarget(br.com.caelum.iogi.reflection.Target)>/$stack4
<sun.nio.cs.StreamEncoder: sun.nio.cs.StreamEncoder forOutputStreamWriter(java.io.OutputStream,java.lang.Object,java.lang.String)>/$stack8
<org.springframework.beans.factory.support.DefaultListableBeanFactory: boolean isAutowireCandidate(java.lang.String,org.springframework.beans.factory.support.RootBeanDefinition,org.springframework.beans.factory.config.DependencyDescriptor)>/$stack11
<org.springframework.expression.spel.ast.Selection: void <init>(boolean,int,int,org.springframework.expression.spel.ast.SpelNodeImpl)>/$stack5
<org.springframework.expression.spel.ast.Selection: org.springframework.expression.TypedValue getValueInternal(org.springframework.expression.spel.ExpressionState)>/kvpair#27#_147
<org.picocontainer.PicoBuilder: org.picocontainer.MutablePicoContainer build()>/$stack19
<sun.util.locale.provider.TimeZoneNameUtility: java.lang.String[][] getZoneStrings(java.util.Locale)>/l1_$$A_2#_69
<org.springframework.expression.spel.ast.Indexer: void <init>(int,org.springframework.expression.spel.ast.SpelNodeImpl)>/$stack3
<org.springframework.expression.spel.ast.Indexer: void setValue(org.springframework.expression.spel.ExpressionState,java.lang.Object)>/$stack106
<org.springframework.expression.spel.ast.OperatorNot: void <init>(int,org.springframework.expression.spel.ast.SpelNodeImpl)>/$stack3
<sun.misc.Launcher$BootClassPathHolder: void <clinit>()>/l0_$$A_2#_410
<org.picocontainer.injectors.IterativeInjector: java.lang.Object getComponentInstance(org.picocontainer.PicoContainer,java.lang.reflect.Type)>/constructor#_149
<org.picocontainer.injectors.ConstructorInjector: org.picocontainer.injectors.ConstructorInjector$CtorAndAdapters getGreediestSatisfiableConstructor(org.picocontainer.PicoContainer)>/greediestConstructorsParametersComponentAdapters_$$A_1#_141
<org.springframework.expression.spel.ast.OperatorMatches: org.springframework.expression.spel.support.BooleanTypedValue getValueInternal(org.springframework.expression.spel.ExpressionState)>/$stack28
<org.springframework.expression.spel.ast.OperatorMatches: org.springframework.expression.spel.support.BooleanTypedValue getValueInternal(org.springframework.expression.spel.ExpressionState)>/$stack24
<org.springframework.expression.spel.ast.OperatorMatches: org.springframework.expression.spel.support.BooleanTypedValue getValueInternal(org.springframework.expression.spel.ExpressionState)>/$stack33
<com.thoughtworks.xstream.io.path.PathTracker: com.thoughtworks.xstream.io.path.Path getPath()>/chunks#_166
<sun.nio.cs.StreamDecoder: sun.nio.cs.StreamDecoder forInputStreamReader(java.io.InputStream,java.lang.Object,java.lang.String)>/$stack8
<org.springframework.beans.factory.support.ConstructorResolver: org.springframework.beans.BeanWrapper autowireConstructor(java.lang.String,org.springframework.beans.factory.support.RootBeanDefinition,java.lang.reflect.Constructor[],java.lang.Object[])>/minNrOfArgs#82#_271
<org.springframework.beans.factory.support.ConstructorResolver: org.springframework.beans.BeanWrapper instantiateUsingFactoryMethod(java.lang.String,org.springframework.beans.factory.support.RootBeanDefinition,java.lang.Object[])>/candidate#104#_561
<sun.text.normalizer.NormalizerImpl: void <init>()>/l1#_259
<org.springframework.expression.spel.ast.ConstructorReference: org.springframework.expression.TypedValue createNewInstance(org.springframework.expression.spel.ExpressionState)>/$stack63
<org.springframework.expression.spel.ast.ConstructorReference: org.springframework.expression.TypedValue createNewInstance(org.springframework.expression.spel.ExpressionState)>/$stack36
<org.springframework.expression.spel.ast.ConstructorReference: org.springframework.expression.ConstructorExecutor findExecutorForConstructor(java.lang.String,java.util.List,org.springframework.expression.spel.ExpressionState)>/$stack32
<org.springframework.expression.spel.ast.ConstructorReference: org.springframework.expression.ConstructorExecutor findExecutorForConstructor(java.lang.String,java.util.List,org.springframework.expression.spel.ExpressionState)>/$stack13
<org.apache.commons.logging.LogFactory: org.apache.commons.logging.LogFactory getFactory()>/useTCCLStr#16#_544
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatExpression()>/$stack73
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatExpression()>/$stack46
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatExpression()>/$stack22
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatLogicalOrExpression()>/$stack10
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatLogicalAndExpression()>/$stack10
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatRelationalExpression()>/$stack57
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatRelationalExpression()>/$stack55
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatRelationalExpression()>/$stack53
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatRelationalExpression()>/$stack51
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatRelationalExpression()>/$stack49
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatRelationalExpression()>/$stack40
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatRelationalExpression()>/$stack31
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatRelationalExpression()>/$stack28
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatRelationalExpression()>/$stack17
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatSumExpression()>/$stack28
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatSumExpression()>/$stack16
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatProductExpression()>/$stack34
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatProductExpression()>/$stack31
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatProductExpression()>/$stack19
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatPowerExpression()>/$stack11
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatUnaryExpression()>/$stack27
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatUnaryExpression()>/$stack18
<org.picocontainer.DefaultPicoContainer: org.picocontainer.ComponentAdapter getComponentAdapter(java.lang.Class,org.picocontainer.NameBinding,java.lang.Class)>/parameterName#13#_397
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatPrimaryExpression()>/$stack22
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: boolean maybeEatFunctionOrVar()>/args#_374
<org.apache.commons.logging.LogFactory: void initDiagnostics()>/dest#_1575
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: boolean maybeEatInlineList()>/$stack29
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: org.springframework.expression.spel.ast.SpelNodeImpl eatPossiblyQualifiedId()>/$stack32
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: boolean maybeEatMethodOrProperty(boolean)>/args#_604
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: boolean maybeEatConstructorReference()>/$stack37
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: boolean maybeEatConstructorReference()>/$stack41
<org.springframework.expression.spel.standard.InternalSpelExpressionParser: boolean maybeEatConstructorReference()>/$stack17
<org.springframework.expression.spel.ast.PropertyOrFieldReference: org.springframework.expression.TypedValue getValueInternal(org.springframework.expression.spel.ExpressionState)>/$stack52
<org.springframework.expression.spel.ast.PropertyOrFieldReference: org.springframework.expression.TypedValue getValueInternal(org.springframework.expression.spel.ExpressionState)>/$stack44
<java.util.TimeZone: java.util.TimeZone setDefaultZone()>/l2_$$A_4#_680
<javassist.bytecode.stackmap.BasicBlock$Maker: javassist.bytecode.stackmap.BasicBlock[] make(javassist.bytecode.CodeIterator,int,int,javassist.bytecode.ExceptionTable)>/bb#_161
<ognl.OgnlParser: ognl.ParseException generateParseException()>/i#8#_3168
<org.picocontainer.parameters.BasicComponentParameter: org.picocontainer.injectors.AbstractInjector$AmbiguousComponentResolutionException tooManyMatchingAdaptersFound(java.lang.Class,java.util.List)>/foundClasses#_245
<sun.text.normalizer.UBiDiProps: void <init>()>/l1#_59
<org.springframework.beans.factory.support.DisposableBeanAdapter: void destroy()>/processor#17#_202
<br.com.caelum.iogi.conversion.EnumConverter: void ensureTargetIsAnEnum(br.com.caelum.iogi.reflection.Target)>/$stack6
