[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayMockTest: void testEmployeesPaidIntra()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayMockTest: void testEmployeesPaidIntra()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayMockTest: void testAllEmployeesArePaidArrayIntra()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayMockTest: void testAllEmployeesArePaidArrayIntra()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayMockTest: void testAllEmployeesArePaidArrayIntra()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayMockTest: ca.liang.Employee[] createEmployees()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayMockTest: ca.liang.Employee[] createEmployees()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayMockTest: ca.liang.Employee[] createEmployees()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayNoMockTest: void init()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayNoMockTest: void init()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<ca.liang.PayRollArrayNoMockTest: void init()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<ca.liang.PayRollAnnotationMockTest: void init()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<ca.liang.PayRollAnnotationMockTest: void init()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<ca.liang.PayRollAnnotationMockTest: void init()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<ca.liang.PayRollAnnotationMockTest: void testEmployeesPaidIntra()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<ca.liang.PayRollAnnotationMockTest: void testEmployeesPaidIntra()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<ca.liang.PayRollAnnotationMockTest: void testEmployeesPaidIntra()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<ca.liang.DirtyTest: void init()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<ca.liang.DirtyTest: void init()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<ca.liang.DirtyTest: void init()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<ca.liang.DirtyTest: void testSingleEmployeeFieldArrayNomock()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<ca.liang.DirtyTest: void testSingleEmployeeFieldArrayNomock()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<ca.liang.DirtyTest: void testSingleEmployeeFieldArrayNomock()>/new ca.liang.Employee[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<ca.liang.PayRollMockTest: void testInteractionOrder()>/new java.lang.Object[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<ca.liang.PayRollMockTest: void testInteractionOrder()>/new java.lang.Object[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<ca.liang.PayRollMockTest: void testInteractionOrder()>/new java.lang.Object[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<org.mockito.internal.exceptions.stacktrace.StackTraceFilter: java.lang.StackTraceElement[] filter(java.lang.StackTraceElement[],boolean)>/new java.lang.StackTraceElement[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.lang.Throwable: java.lang.StackTraceElement[] getStackTrace()>/java.lang.Object.clone/0	[<org.mockito.internal.exceptions.stacktrace.StackTraceFilter: java.lang.StackTraceElement[] filter(java.lang.StackTraceElement[],boolean)>/new java.lang.StackTraceElement[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.lang.Throwable: void setStackTrace(java.lang.StackTraceElement[])>/java.lang.Object.clone/0	[<org.mockito.internal.exceptions.stacktrace.StackTraceFilter: java.lang.StackTraceElement[] filter(java.lang.StackTraceElement[],boolean)>/new java.lang.StackTraceElement[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<org.mockito.internal.exceptions.stacktrace.StackTraceFilter: java.lang.StackTraceElement[] filter(java.lang.StackTraceElement[],boolean)>/new java.lang.StackTraceElement[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<org.mockito.internal.exceptions.stacktrace.StackTraceFilter: java.lang.StackTraceElement[] filter(java.lang.StackTraceElement[],boolean)>/new java.lang.StackTraceElement[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.text.Normalizer$Form: java.text.Normalizer$Form[] values()>/java.lang.Object.clone/0	[<java.text.Normalizer$Form: void <clinit>()>/new java.text.Normalizer$Form[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<sun.util.locale.provider.LocaleProviderAdapter$Type: sun.util.locale.provider.LocaleProviderAdapter$Type[] values()>/java.lang.Object.clone/0	[<sun.util.locale.provider.LocaleProviderAdapter$Type: void <clinit>()>/new sun.util.locale.provider.LocaleProviderAdapter$Type[]/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$6/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$6/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$7/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$7/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$8/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$8/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$9/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$9/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$10/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$10/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$11/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$11/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$12/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$12/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$13/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$13/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$14/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$14/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$15/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$15/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$16/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$16/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$17/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$17/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$18/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$18/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$19/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$19/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$20/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$20/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$21/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$21/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$22/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$22/0]	<java.lang.Object: java.lang.Object clone()>
[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$23/0]	<java.util.regex.Pattern$CharPropertyNames$CloneableProperty: java.util.regex.Pattern$CharPropertyNames$CloneableProperty clone()>/java.lang.Object.clone/0	[<java.util.regex.Pattern$CharPropertyNames: void <clinit>()>/new java.util.regex.Pattern$CharPropertyNames$23/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<java.util.ResourceBundle$Control: void <clinit>()>/new java.lang.String[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<java.util.ResourceBundle$Control: void <clinit>()>/new java.lang.String[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<java.util.ResourceBundle$Control: void <clinit>()>/new java.lang.String[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<sun.util.logging.PlatformLogger$Level: sun.util.logging.PlatformLogger$Level[] values()>/java.lang.Object.clone/0	[<sun.util.logging.PlatformLogger$Level: void <clinit>()>/new sun.util.logging.PlatformLogger$Level[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<java.lang.Class: java.lang.reflect.Constructor[] privateGetDeclaredConstructors(boolean)>/new java.lang.reflect.Constructor[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<java.lang.Class: java.lang.reflect.Constructor[] privateGetDeclaredConstructors(boolean)>/new java.lang.reflect.Constructor[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<java.lang.Class: java.lang.reflect.Constructor[] privateGetDeclaredConstructors(boolean)>/new java.lang.reflect.Constructor[]/0]	<java.lang.Object: java.lang.Object clone()>
[<java.lang.Class: java.lang.reflect.Constructor[] getDeclaredConstructors()>/java.lang.Class.copyConstructors/0]	<java.lang.Class: java.lang.reflect.Constructor[] copyConstructors(java.lang.reflect.Constructor[])>/java.lang.Object.clone/0	[<java.lang.Class: java.lang.reflect.Constructor[] privateGetDeclaredConstructors(boolean)>/new java.lang.reflect.Constructor[]/0]	<java.lang.Object: java.lang.Object clone()>
[<java.lang.Class: java.lang.reflect.Constructor[] getConstructors()>/java.lang.Class.copyConstructors/0]	<java.lang.Class: java.lang.reflect.Constructor[] copyConstructors(java.lang.reflect.Constructor[])>/java.lang.Object.clone/0	[<java.lang.Class: java.lang.reflect.Constructor[] privateGetDeclaredConstructors(boolean)>/new java.lang.reflect.Constructor[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<org.mockito.internal.configuration.InjectingAnnotationEngine: void injectMocks(java.lang.Object)>/new java.lang.Object[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<org.mockito.internal.configuration.InjectingAnnotationEngine: void injectMocks(java.lang.Object)>/new java.lang.Object[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<org.mockito.internal.configuration.InjectingAnnotationEngine: void injectMocks(java.lang.Object)>/new java.lang.Object[]/0]	<java.lang.Object: java.lang.Object clone()>
[<sun.text.normalizer.UnicodeSet: void <init>()>/new java.util.TreeSet/0]	<java.util.TreeSet: java.lang.Object clone()>/java.lang.Object.clone/0	[<sun.text.normalizer.UnicodeSet: void <init>()>/new java.util.TreeSet/0]	<java.lang.Object: java.lang.Object clone()>
[<sun.text.normalizer.NormalizerImpl: sun.text.normalizer.UnicodeSet internalGetNXCJKCompat()>/new sun.text.normalizer.UnicodeSet/0]	<sun.text.normalizer.UnicodeSet: sun.text.normalizer.UnicodeSet set(sun.text.normalizer.UnicodeSet)>/java.lang.Object.clone/0	[<sun.text.normalizer.UnicodeSet: void <init>()>/new int[]/0]	<java.lang.Object: java.lang.Object clone()>
[<sun.text.normalizer.NormalizerImpl: sun.text.normalizer.UnicodeSet internalGetNXUnicode(int)>/new sun.text.normalizer.UnicodeSet/0]	<sun.text.normalizer.UnicodeSet: sun.text.normalizer.UnicodeSet set(sun.text.normalizer.UnicodeSet)>/java.lang.Object.clone/0	[<sun.text.normalizer.UnicodeSet: void <init>()>/new int[]/0]	<java.lang.Object: java.lang.Object clone()>
[<sun.text.normalizer.UnicodeSet: void applyPattern(sun.text.normalizer.RuleCharacterIterator,sun.text.normalizer.SymbolTable,java.lang.StringBuffer,int)>/new sun.text.normalizer.UnicodeSet/0]	<sun.text.normalizer.UnicodeSet: sun.text.normalizer.UnicodeSet set(sun.text.normalizer.UnicodeSet)>/java.lang.Object.clone/0	[<sun.text.normalizer.UnicodeSet: void <init>()>/new int[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays$ArrayList: java.lang.Object[] toArray()>/java.lang.Object.clone/0	[<org.mockito.internal.configuration.injection.scanner.MockScanner: java.util.Set scan()>/new java.lang.Object[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[])>/java.lang.Object.clone/0	[<org.mockito.internal.configuration.injection.scanner.MockScanner: java.util.Set scan()>/new java.lang.Object[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Arrays: void legacyMergeSort(java.lang.Object[],java.util.Comparator)>/java.lang.Object.clone/0	[<org.mockito.internal.configuration.injection.scanner.MockScanner: java.util.Set scan()>/new java.lang.Object[]/0]	<java.lang.Object: java.lang.Object clone()>
[<<unique-context>>]	<java.util.Locale$Category: java.util.Locale$Category[] values()>/java.lang.Object.clone/0	[<java.util.Locale$Category: void <clinit>()>/new java.util.Locale$Category[]/0]	<java.lang.Object: java.lang.Object clone()>
[<sun.util.locale.provider.BreakIteratorProviderImpl: java.text.BreakIterator getBreakInstance(java.util.Locale,int,java.lang.String,java.lang.String)>/new sun.util.locale.provider.RuleBasedBreakIterator/0]	<java.text.BreakIterator: java.lang.Object clone()>/java.lang.Object.clone/0	[<sun.util.locale.provider.BreakIteratorProviderImpl: java.text.BreakIterator getBreakInstance(java.util.Locale,int,java.lang.String,java.lang.String)>/new sun.util.locale.provider.RuleBasedBreakIterator/0]	<java.lang.Object: java.lang.Object clone()>
[<sun.util.locale.provider.BreakIteratorProviderImpl: java.text.BreakIterator getBreakInstance(java.util.Locale,int,java.lang.String,java.lang.String)>/new sun.util.locale.provider.DictionaryBasedBreakIterator/0]	<java.text.BreakIterator: java.lang.Object clone()>/java.lang.Object.clone/0	[<sun.util.locale.provider.BreakIteratorProviderImpl: java.text.BreakIterator getBreakInstance(java.util.Locale,int,java.lang.String,java.lang.String)>/new sun.util.locale.provider.DictionaryBasedBreakIterator/0]	<java.lang.Object: java.lang.Object clone()>
[<sun.text.normalizer.NormalizerImpl: sun.text.normalizer.UnicodeSet internalGetNXCJKCompat()>/new sun.text.normalizer.UnicodeSet/0]	<sun.text.normalizer.UnicodeSet: sun.text.normalizer.UnicodeSet set(sun.text.normalizer.UnicodeSet)>/java.lang.Object.clone/0	[<sun.text.normalizer.UnicodeSet: sun.text.normalizer.UnicodeSet add_unchecked(int)>/new int[]/0]	<java.lang.Object: java.lang.Object clone()>
[<sun.text.normalizer.NormalizerImpl: sun.text.normalizer.UnicodeSet internalGetNXUnicode(int)>/new sun.text.normalizer.UnicodeSet/0]	<sun.text.normalizer.UnicodeSet: sun.text.normalizer.UnicodeSet set(sun.text.normalizer.UnicodeSet)>/java.lang.Object.clone/0	[<sun.text.normalizer.UnicodeSet: sun.text.normalizer.UnicodeSet add_unchecked(int)>/new int[]/0]	<java.lang.Object: java.lang.Object clone()>
